#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,,,,,
,,,,,
16,3895151,ISLAMIC UNIVERSITY OF KENYA,BACHELOR OF BUSINESS MANAGEMENT,21.375,
17,1515151,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE IN MARKETING, WITH IT",-,
18,1181151,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF BUSINESS ADMINISTRATION IN MANAGEMENT,21.375,
19,1500151,THE EAST AFRICAN UNIVERSITY,BACHELOR OF BUSINESS ADMINISTRATION,21.375,
20,1229151,MASENO UNIVERSITY,"BACHELOR OF SCIENCE IN MARKETING MANAGEMENT, WITH IT",21.375,
BACHELOR OF SECRETARIAL MANAGEMENT AND ADMINISTRATION,,,,,
1,1087152,KISII UNIVERSITY,BACHELOR OF SECRETARIAL MANAGEMENT AND ADMINISTRATION,21.375,
BACHELOR IN BUSINESS ADMINISTRATION,,,,,
1,1063153,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR IN BUSINESS ADMINISTRATION,21.375,
2,1077153,KENYA METHODIST UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,21.375,
3,1090153,SCOTT CHRISTIAN UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,21.375,
4,1107153,ST PAULS UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,21.375,
5,1119153,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,21.375,
6,1555153,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,21.375,
7,1060153,RIARA UNIVERSITY,BACHELOR OF BUSINESS ADMINISTRATION,24.913,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
8,1173153,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF BUSINESS ADMINISTRATION,21.375,
9,1196153,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF BUSINESS ADMINISTRATION,21.375,
10,1240153,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF BUSINESS ADMINISTRATION,21.375,
11,1229153,MASENO UNIVERSITY,BACHELOR OF BUSINESS ADMINISTRATION ( WITH IT),21.375,
12,1515153,TOM MBOYA UNIVERSITY,BACHELOR OF BUSINESS ADMINISTRATION ( WITH IT),21.375,
13,1053153,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF BUSINESS ADMINISTRATION WITH IT,21.375,
14,1181153,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR IN BUSINESS ADMINISTRATION IN MARKETING,21.375,
BACHELOR OF BUSINESS AND OFFICE MANAGEMENT,,,,,
1,1063154,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF BUSINESS AND OFFICE MANAGEMENT,21.375,
2,1181154,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF BUSINESS ADMINISTRATION IN OFFICE ,,
,,,ADMINISTRATION,,
"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)",,,,,
1,1053155,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH ",26.909,
,,,IT),,
,,,,,
2,1229155,MASENO UNIVERSITY,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH ",32.47,
,,,IT),,
,,,,,
3,1515155,TOM MBOYA UNIVERSITY,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH ",24.218,
,,,IT),,
,,,,,
4,1077155,KENYA METHODIST UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),-,
,,,,,
,,,,,
5,1087155,KISII UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),23.659,
,,,,,
,,,,,
6,1111155,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),34.963,
,,,,,
,,,,,
7,1114155,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),27.999,
,,,,,
,,,,,
8,1117155,PWANI UNIVERSITY,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),25.847,
,,,,,
,,,,,
9,1700155,BOMET UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),22.616,
,,,,,
,,,,,
10,1073155,RONGO UNIVERSITY,BACHELOR OF EDUCATION IN SPECIAL EDUCATION,24.65,
,,,,,
,,,,,
11,1170155,MACHAKOS UNIVERSITY,BACHELOR OF EDUCATION IN SPECIAL EDUCATION,24.064,
,,,,,
,,,,,
12,1107155,ST PAULS UNIVERSITY,BACHELOR OF EDUCATION IN SPECIAL NEEDS EDUCATION,21.858,
,,,,,
,,,,,
BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION,,,,,
1,1165156,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION,21.858,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
2,1244156,KARATINA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION,21.858,
,,,,,
,,,,,
,,BACHELOR OF SCIENCE (TOURISM MANAGEMENT),,,
1,1246157,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (TOURISM MANAGEMENT),21.375,
2,1063157,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,23.801,
3,1600157,ALUPE UNIVERSITY,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,-,
4,1073157,RONGO UNIVERSITY,BACHELOR OF TOURISM MANAGEMENT,22.806,
5,1105222,CHUKA UNIVERSITY,BACHELOR OF TOURISM MANAGEMENT,24.284,
6,1114157,UNIVERSITY OF ELDORET,BACHELOR OF TOURISM MANAGEMENT,23.155,
7,1118157,UNIVERSITY OF KABIANGA,BACHELOR OF TOURISM MANAGEMENT,21.375,
8,1165157,MAASAI MARA UNIVERSITY,BACHELOR OF TOURISM MANAGEMENT,25.915,
9,1244157,KARATINA UNIVERSITY,BACHELOR OF TOURISM MANAGEMENT,21.375,
10,1253157,MOI UNIVERSITY,BACHELOR OF TOURISM MANAGEMENT,22.394,
11,1112157,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (TOURISM MANAGEMENT),,
,,BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,,,
1,1090158,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,18.814,
2,1053158,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION ,24.975,
,,,TECHNOLOGY),,
3,1103158,KCA UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY),22.216,
4,1176158,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY),22.972,
5,1063158,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY IN INFORMATION & COMMUNICATION TECHNOLOGY,26.749,
6,1229158,MASENO UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY MANAGEMENT),28.658,
,,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),,,
1,1118159,UNIVERSITY OF KABIANGA,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),22.449,
2,1170159,MACHAKOS UNIVERSITY,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),24.352,
3,1246159,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),22.449,
,,BACHELOR OF MUSIC,,,
1,1111160,KENYATTA UNIVERSITY,BACHELOR OF MUSIC,25.152,
2,1112160,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF MUSIC,23.417,
3,1061160,KABARAK UNIVERSITY,BACHELOR OF MUSIC THEORY AND COMPOSITION,23.417,
,,"BACHELOR OF ARTS (MUSIC, WITH IT)",,,
1,1229161,MASENO UNIVERSITY,"BACHELOR OF ARTS (MUSIC, WITH IT)",23.417,
2,1087161,KISII UNIVERSITY,BACHELOR OF ARTS (MUSIC),23.417,
3,1162161,DAYSTAR UNIVERSITY,BACHELOR OF ARTS (MUSIC),23.417,
4,1181161,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS (MUSIC),23.417,
5,1253161,MOI UNIVERSITY,BACHELOR OF ARTS (MUSIC),23.417,
,,BACHELOR OF EDUCATION (ARTS) MUSIC,,,
1,1111162,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) MUSIC,27.617,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
2,1229162,MASENO UNIVERSITY,"BACHELOR OF EDUCATION (MUSIC, WITH IT)",21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (STATISTICS),,,,,
1,1057163,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),26.311,
2,1079163,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,
3,1091163,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,
4,1093163,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (STATISTICS),18.831,
5,1166163,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,
6,1176163,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS),18.831,
7,1263163,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (STATISTICS),,
8,1249163,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF SCIENCE IN STATISTICS,30.147,
,,AGRICULTURE AND TECHNOLOGY,,,
9,1279163,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN STATISTICS,18.831,
10,1240163,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE STATISTICS,18.831,
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING),,,,,
1,1096164,GARISSA UNIVERSITY,BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH ,18.814,
2,1600164,ALUPE UNIVERSITY,BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH ,18.814,
3,1118164,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,
4,1165164,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,
5,1253164,MOI UNIVERSITY,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,
6,1700164,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,
7,1246164,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH PROGRAMMING),18.814,
8,1114164,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN APPLIED STATISTICS WITH ,18.814,
9,1111164,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (STATISTICS & PROGRAMMING),23.869,
10,1580164,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (STATISTICS & PROGRAMMING),18.814,
"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",,,,,
1,1082164,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,
2,1229164,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,
3,1470164,KAIMOSI FRIENDS UNIVERSITY,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,
4,1515164,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,
5,1080B61,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN APPLIED STATISTICS,18.831,
6,1105B61,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN APPLIED STATISTICS,18.831,
7,1073B61,RONGO UNIVERSITY,BACHELOR OF SCIENCE (APPLIED STATISTICS),18.831,
8,1079B61,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (APPLIED STATISTICS),18.831,
9,1087B61,KISII UNIVERSITY,BACHELOR OF SCIENCE (APPLIED STATISTICS),18.831,
BACHELOR OF ARTS (PLANNING),,,,,
1,1263165,UNIVERSITY OF NAIROBI,BACHELOR OF ARTS (PLANNING),18.392,
"BACHELOR OF EDUCATION (FRENCH, WITH IT)",,,,,
1,1229166,MASENO UNIVERSITY,"BACHELOR OF EDUCATION (FRENCH, WITH IT)",26.243,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
2,1515166,TOM MBOYA UNIVERSITY,"BACHELOR OF EDUCATION (FRENCH, WITH IT)",-,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,BACHELOR OF MUSIC IN MUSIC  EDUCATION,,
1,1181167,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF MUSIC IN MUSIC  EDUCATION,-,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,BACHELOR OF BUSINESS ADMINISTRATION AND MANAGEMENT,,
1,1425168,ZETECH UNIVERSITY,BACHELOR OF BUSINESS ADMINISTRATION AND MANAGEMENT,21.375,
,,,BACHELOR OF EDUCATION (ARTS) GERMAN,,
1,1111169,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) GERMAN,26.632,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),,
1,1078171,AFRICA NAZARENE UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,
2,1087171,KISII UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,
3,1165171,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,
4,1253171,MOI UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,
5,1600171,ALUPE UNIVERSITY,BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),22.449,
6,1096171,GARISSA UNIVERSITY,BACHELOR OF ARTS COMMUNITY DEVELOPMENT,22.449,
7,1068171,PAN AFRICA CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
8,1088171,GRETSA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
9,1090171,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
10,1107171,ST PAULS UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
11,1162171,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
12,1244171,KARATINA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
13,1279171,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
14,1495171,LUKENYA UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
15,1555171,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BACHELOR OF ARTS IN COMMUNITY DEVELOPMENT,22.449,
,,,BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE,,
1,1162172,DAYSTAR UNIVERSITY,BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE,15.864,
2,1181172,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE,-,
,,,BACHELOR OF SCIENCE (AGROFORESTRY & RURAL DEVELOPMENT),,
1,1114175,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (AGROFORESTRY & RURAL DEVELOPMENT),15.864,
,,,,,
2,1118175,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (AGROFORESTRY & RURAL DEVELOPMENT),15.864,
,,,,,
,,,BACHELOR OF CONSTRUCTION MANAGEMENT,,
1,1249176,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF CONSTRUCTION MANAGEMENT,32.379,
,,AGRICULTURE AND TECHNOLOGY,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
2,1263176,UNIVERSITY OF NAIROBI,BACHELOR OF CONSTRUCTION MANAGEMENT,30.243,
BACHELOR OF BROADCAST JOURNALISM,,,,,
1,1063177,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF BROADCAST JOURNALISM,24.24,
"BACHELOR OF ARTS (DRAMA AND THEATRE STUDIES, WITH IT)",,,,,
1,1229179,MASENO UNIVERSITY,"BACHELOR OF ARTS (DRAMA AND THEATRE STUDIES, WITH IT)",22.449,
2,1111179,KENYATTA UNIVERSITY,BACHELOR OF ARTS (THEATER ARTS & FILM TECHNOLOGY),23.977,
3,1103179,KCA UNIVERSITY,BACHELOR OF ARTS PERFORMING ARTS AND FILM ,22.449,
4,1279179,MOUNT KENYA UNIVERSITY,"BACHELOR OF ARTS IN FILM PRODUCTION, ANIMATION AND GAMING",-,
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),,,,,
1,1077180,KENYA METHODIST UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),-,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2,1087180,KISII UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
3,1176180,LAIKIPIA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
4,1229180,MASENO UNIVERSITY,"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",23.303,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
5,1515180,TOM MBOYA UNIVERSITY,"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
6,1082180,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
7,1103180,KCA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
8,1108880,KIBABII UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),22.789,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
9,1111180,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),27.337,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
10,1117180,PWANI UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),23.231,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
11,1196180,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
12,1263180,UNIVERSITY OF NAIROBI,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),23.552,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13,1495180,LUKENYA UNIVERSITY,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
14,3890180,KOITALEEL SAMOEI UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
15,1170180,MACHAKOS UNIVERSITY,BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
16,1470180,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,24.469,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
17,1685180,THARAKA UNIVERSITY,BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,24.541,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
18,1053180,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),23.906,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
19,1119180,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
20,1570180,TURKANA UNIVERSITY COLLEGE,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),21.858,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF JOURNALISM & MASS COMMUNICATION,,,,,
1,1063181,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF JOURNALISM & MASS COMMUNICATION,29.885,
2,1082181,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF JOURNALISM & MASS COMMUNICATION,28.014,
3,1108181,KIBABII UNIVERSITY,BACHELOR OF JOURNALISM AND MASS COMMUNICATION,23.688,
4,1263181,UNIVERSITY OF NAIROBI,BACHELOR OF JOURNALISM AND MASS COMMUNICATION,29.254,
5,1105385,CHUKA UNIVERSITY,BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,29.127,
6,1685181,THARAKA UNIVERSITY,BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,23.425,
7,1279181,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN DIGITAL JOURNALISM AND MASS COMMUNICATION,-,
BACHELOR OF COMMUNICATION & JOURNALISM,,,,,
1,1165182,MAASAI MARA UNIVERSITY,BACHELOR OF COMMUNICATION & JOURNALISM,26.116,
2,1240182,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF COMMUNICATION & JOURNALISM,26.222,
3,1073182,RONGO UNIVERSITY,BACHELOR OF SCIENCE (COMMUNICATION & JOURNALISM),24.367,
4,1077182,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE (COMMUNICATION AND JOURNALISM),22.449,
5,1253182,MOI UNIVERSITY,BACHELOR OF SCIENCE (COMMUNICATION AND JOURNALISM),30.2,
BACHELOR OF JOURNALISM,,,,,
1,1164183,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF JOURNALISM,29.043,
2,1249183,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF JOURNALISM,29.749,
,,AGRICULTURE AND TECHNOLOGY,,,
3,1425183,ZETECH UNIVERSITY,BACHELOR OF JOURNALISM,22.449,
BACHELOR OF SCIENCE (MANAGEMENT OF AGRO-ECOSYSTEM AND ENVIRONMENT),,,,,
1,1093184,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (MANAGEMENT OF AGRO-ECOSYSTEM AND ENVIRONMENT),15.864,
,,,,,
"BACHELOR OF SCIENCE (HORTICULTURE, WITH IT)",,,,,
1,1229185,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (HORTICULTURE, WITH IT)",15.864,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
2,1515185,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE (HORTICULTURE, WITH IT)",15.864,
,,,,,
3,1057185,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
4,1073185,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
5,1087185,KISII UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
6,1091185,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
7,1093185,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
8,1105185,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
9,1114185,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (HORTICULTURE),15.864,
,,,,,
10,1118185,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (HORTICULTURE),,
,,,,,
11,1166185,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),-,
,,,,,
12,1240185,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE HORTICULTURE,15.864,
,,,,,
13,1249185,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF SCIENCE HORTICULTURE,15.864,
,,AGRICULTURE AND TECHNOLOGY,,,
14,1053185,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE(HORTICULTURE),15.864,
,,,,,
BACHELOR OF SCIENCE (ENVIRONMENTAL CONSERVATION AND NATURAL RESOURCES MANAGEMENT),,,,,
1,1093186,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (ENVIRONMENTAL CONSERVATION AND NATURAL RESOURCES MANAGEMENT),15.864,
,,,,,
