#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
DIPLOMA IN SOCIAL WORK AND COMMUNITY DEVELOPMENT,,,,,,,,,
1,1048753,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
2,1063753,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
3,1067753,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
4,1077753,KENYA METHODIST UNIVERSITY,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
5,1080753,CO-OPERATIVE UNIVERSITY OF KENYA,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
6,1090753,SCOTT CHRISTIAN UNIVERSITY,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
7,1112753,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
8,1216753,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
9,1240753,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
10,1307753,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
11,1382753,MICHUKI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
12,1510753,ALDAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
13,1520753,KATINE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
14,1560753,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
15,1575753,TSEIKURU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
16,2775753,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
17,3705753,LAISAMIS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
18,3720753,DAVID N WAMBULI TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
19,3735753,BORABU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
20,3750753,GITWEBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
21,3825753,THARAKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS ADMINISTRATION/MANAGEMENT,C-,,,,,
22,3970753,KINANGO TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS ADMINISTRATION,C-,,,,,
,,,,,,,,,
DIPLOMA IN COMMUNITY DEVELOPMENT,,,,,,,,,
1,1048771,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
2,1080771,CO-OPERATIVE UNIVERSITY OF KENYA,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
3,1081771,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
4,1090771,SCOTT CHRISTIAN UNIVERSITY,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
5,1099771,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
6,1166771,SOUTH EASTERN KENYA UNIVERSITY,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
7,1190771,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
8,1230771,NORTH EASTERN PROVINCE NATIONAL POLYTECHNIC,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
9,1243771,WOTE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
10,1440771,KAREN TECHNICAL TRAINING INSTITUTE FOR THE DEAF,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
11,2775771,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
12,3705771,LAISAMIS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN COMMUNITY DEVELOPMENT,C-,,,,,
,,,,,,,,,
DIPLOMA IN MOTOR VEHICLE MECHANICS,,,,,,,,,
1,1048836,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MOTOR VEHICLE MECHANICS,C-,,,,,
2,1560836,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MOTOR VEHICLE MECHANICS,C-,,,,,
3,1625836,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN MOTOR VEHICLE MECHANICS,C-,,,,,
4,1735836,MOIBEN TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN MOTOR VEHICLE MECHANICS,C-,,,,,
5,3710836,BUTERE TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN MOTOR VEHICLE MECHANICS,C-,,,,,
,,,,,,,,,
Diploma Building Technology,,,,,,,,,
1,1048876,KIIRUA TECHNICAL TRAINING INSTITUTE,Diploma Building Technology,C-,,,,,
2,1049876,SHAMBERERE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING & CONSTRUCTION,C-,,,,,
3,1054876,BARINGO TECHNICAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
4,1064876,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
5,1065876,KISII NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
6,1067876,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN BUILDING ENGINEERING TECHNOLOGY,C-,,,,,
7,1071876,RWIKA TECHNICAL INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
8,1072876,MATHENGE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
9,1074876,KISUMU POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
10,1075876,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
11,1076876,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
12,1081876,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
13,1082876,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
14,1083876,MERU NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
15,1084876,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
16,1085876,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
17,1099876,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
18,1100876,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
19,1101876,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
20,1104876,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
21,1106876,RAILWAY TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
22,1110876,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
23,1112876,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN CONSTRUCTION MANAGEMENT,C-,,,,,
24,1113876,KENYA COAST POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
25,1170876,MACHAKOS UNIVERSITY,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
26,1190876,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
27,1216876,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
28,1227876,KEROKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
29,1228876,NYANDARUA INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
30,1230876,NORTH EASTERN PROVINCE NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
31,1237876,ELDORET POLYTECHNIC,Diploma Building Technology,C-,,,,,
32,1239876,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
33,1241876,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN BUILDING,C-,,,,,
34,1243876,WOTE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
35,1246876,MURANGA UNIVERSITY OF TECHNOLOGY,DIPLOMA IN BUILDING ENGINEERING TECHNOLOGY,C-,,,,,
36,1268876,KENYA TECHNICAL TRAINERS COLLEGE,Diploma Building Technology,C-,,,,,
37,1269876,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
38,1276876,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
39,1277876,MUKIRIA TECHNICAL TRAINING INSTITUTE,Diploma Building Technology,C-,,,,,
40,1307876,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
41,1380876,ST JOSEPH'S TECHNICAL INSTITUTE FOR THE DEAF ,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
,,NYANG'OMA,,,,,,,
42,1382876,MICHUKI TECHNICAL TRAINING INSTITUTE,Diploma Building Technology,C-,,,,,
43,1405876,MUSAKASA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
44,1430876,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
45,1440876,KAREN TECHNICAL TRAINING INSTITUTE FOR THE DEAF,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
46,1445876,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN BUILDING,C-,,,,,
,,TECHNOLOGY,,,,,,,
47,1450876,MITUNGUU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
48,1465876,BONDO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
49,1505876,MACHAKOS TECHNICAL INSTITUTE FOR THE BLIND,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
50,1510876,ALDAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
51,1520876,KATINE TECHNICAL TRAINING INSTITUTE,Diploma Building Technology,C-,,,,,
52,1560876,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING,C-,,,,,
53,1610876,SIALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
54,1620876,WERU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
55,1645876,EKERUBO GIETAI TECHNICAL TRAINING INSTITUTE,Diploma Building Technology,C-,,,,,
56,1650876,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
57,1655876,KOSHIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
58,1675876,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
59,1705876,SOT TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
60,1735876,MOIBEN TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
61,1880876,KENYA INDUSTRIAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
62,1925876,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
63,2045876,SIKRI TECHNICAL TRAINING INSTITUTE FOR THE BLIND AND ,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
,,DEAF,,,,,,,
64,2240876,KAPCHEROP TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
65,2727876,TINDIRET TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
66,3695876,CHUKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
67,3700876,ENDEBESS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
68,3710876,BUTERE TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
69,3725876,KIPSINENDE TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
70,3740876,BUNYALA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
71,3745876,EMSOS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
72,3750876,GITWEBE TECHNICAL TRAINING INSTITUTE,Diploma Building Technology,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
73,3760876,KASARANI TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
74,3770876,KIPKABUS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
75,3775876,LAIKIPIA EAST TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
76,3780876,LAIKIPIA NORTH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
77,3805876,NDIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING CONSTRUCTION,C-,,,,,
78,3825876,THARAKA TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
79,3830876,UGENYA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
80,3915876,KIENI TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
81,3920876,KIMASIAN TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
82,3930876,KIMININI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING &  CONSTRUCTION TECHNOLOGY,C-,,,,,
83,3937876,CHEPSIREI TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
84,3938876,KIPSOEN TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING CONSTRUCTION TECHNOLOGY,C-,,,,,
85,3950876,NYAKACH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUILDING TECHNOLOGY,C-,,,,,
86,3955876,SEME TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
87,3965876,GATUNDU SOUTH TECHNICAL AND VOCATIONAL COLLEGE,Diploma Building Technology,C-,,,,,
,,,,,,,,,
DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),,,,,,,,,
1,1048917,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
2,1049917,SHAMBERERE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS (POWER),C-,,,,,
3,1051917,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING,C-,,,,,
4,1054917,BARINGO TECHNICAL COLLEGE,Diploma in Electrical and Electronics Engineering (Power option),C-,,,,,
5,1064917,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL ENGINEERING (POWER),C-,,,,,
6,1065917,KISII NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER),C-,,,,,
7,1067917,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING(POWER),C-,,,,,
8,1071917,RWIKA TECHNICAL INSTITUTE,DIPLOMA IN ELECTRICAL ELECTRONICS (POWER),C-,,,,,
9,1072917,MATHENGE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
10,1076917,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER),C-,,,,,
11,1079917,KIRINYAGA UNIVERSITY,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
12,1081917,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER),C-,,,,,
13,1083917,MERU NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER),C-,,,,,
14,1084917,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONICS (POWER),C-,,,,,
15,1085917,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER),C-,,,,,
16,1099917,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER),C-,,,,,
17,1100917,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER),C-,,,,,
18,1101917,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER),C-,,,,,
19,1104917,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER),C-,,,,,
20,1106917,RAILWAY TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER),C-,,,,,
21,1110917,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL/ELECTRONIC ENGINEERING (POWER),C-,,,,,
22,1113917,KENYA COAST POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER),C-,,,,,
23,1166917,SOUTH EASTERN KENYA UNIVERSITY,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING,C-,,,,,
24,1170917,MACHAKOS UNIVERSITY,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER),C-,,,,,
25,1216917,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,Diploma in Electrical and Electronics Engineering (Power option),C-,,,,,
26,1227917,KEROKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER),C-,,,,,
27,1228917,NYANDARUA INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ELCTRICAL ENGINEERING (POWER),C-,,,,,
28,1237917,ELDORET POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
29,1240917,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING,C-,,,,,
30,1241917,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN ELECTRICAL/ELECTRONIC ENGINEERING (POWER),C-,,,,,
31,1243917,WOTE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER),C-,,,,,
32,1246917,MURANGA UNIVERSITY OF TECHNOLOGY,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING (POWER),C-,,,,,
33,1268917,KENYA TECHNICAL TRAINERS COLLEGE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
34,1269917,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER OPTION),C-,,,,,
35,1276917,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
36,1277917,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING (POWER),C-,,,,,
37,1307917,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER OPTION),C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
38,1380917,ST JOSEPH'S TECHNICAL INSTITUTE FOR THE DEAF ,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER OPTION),C-,,,,,
,,NYANG'OMA,,,,,,,
39,1382917,MICHUKI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING(POWER),C-,,,,,
40,1405917,MUSAKASA TECHNICAL TRAINING INSTITUTE,Diploma in Electrical and Electronics Engineering (Power option),C-,,,,,
41,1430917,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER OPTION),C-,,,,,
42,1440917,KAREN TECHNICAL TRAINING INSTITUTE FOR THE DEAF,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER),C-,,,,,
43,1445917,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER OPTION),C-,,,,,
,,TECHNOLOGY,,,,,,,
44,1450917,MITUNGUU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
45,1465917,BONDO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER),C-,,,,,
46,1510917,ALDAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
47,1520917,KATINE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER),C-,,,,,
48,1560917,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING(POWER OPTION) -KNEC,C-,,,,,
49,1575917,TSEIKURU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
50,1610917,SIALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
51,1615917,AHMED SHAHAME MWIDANI TECHNICAL TRAINING ,DIPLOMA IN ELECTRICAL ENGINEERING (POWER),C-,,,,,
,,INSTITUTE,,,,,,,
52,1625917,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING,C-,,,,,
53,1650917,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
54,1655917,KOSHIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
55,1665917,KARUMO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING,C-,,,,,
56,1675917,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS ENGINEERING (POWER),C-,,,,,
57,1705917,SOT TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (POWER OPTION),C-,,,,,
58,1720917,SOTIK TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ELECTRONICS (POWER),C-,,,,,
59,1880917,KENYA INDUSTRIAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
60,1925917,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER OPTION),C-,,,,,
61,2240917,KAPCHEROP TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER),C-,,,,,
62,2560917,MASINGA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL AND ELECTRONICS (POWER),C-,,,,,
63,2775917,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL ELECTRONICS (POWER),C-,,,,,
64,3315917,TAVETA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (POWER OPTION),C-,,,,,
65,3700917,ENDEBESS TECHNICAL TRAINING INSTITUTE,Diploma in Electrical and Electronics Engineering (Power option),C-,,,,,
66,3720917,DAVID N WAMBULI TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL TECHNOLOGY (POWER OPTION),C-,,,,,
67,3725917,KIPSINENDE TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL ENGINEERING (POWER OPTION),C-,,,,,
