#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
DIPLOMA IN SOCIAL WORK AND COMMUNITY DEVELOPMENT,,,,,,,,,
79,3745746,EMSOS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
80,3750746,GITWEBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
81,3760746,KASARANI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
82,3790746,MATHIRA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLIES CHAIN MANAGEMENT,C-,,,,,
83,3800746,NACHU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
84,3810746,OKAME TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
85,3815746,RUNYENJES TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
86,3820746,SABATIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
87,3825746,THARAKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
88,3830746,UGENYA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
89,3835746,MUMIAS WEST TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
90,3950746,NYAKACH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
91,3955746,SEME TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
92,3965746,GATUNDU SOUTH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLY CHAIN MANAGEMENT,C-,,,,,
93,3970746,KINANGO TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN SUPPLIES CHAIN MANAGEMENT,C-,,,,,
,,,,,,,,,
DIPLOMA IN BUSINESS MANAGEMENT,,,,,,,,,
1,1044751,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
2,1048751,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
3,1049751,SHAMBERERE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
4,1051751,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
5,1052751,NKABUNE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
6,1054751,BARINGO TECHNICAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
7,1063751,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
8,1064751,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
9,1065751,KISII NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
10,1067751,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
11,1071751,RWIKA TECHNICAL INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
12,1072751,MATHENGE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
13,1074751,KISUMU POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
14,1075751,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
15,1076751,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
16,1079751,KIRINYAGA UNIVERSITY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
17,1080751,CO-OPERATIVE UNIVERSITY OF KENYA,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
18,1081751,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
19,1082751,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
20,1083751,MERU NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
21,1084751,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
22,1085751,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
23,1099751,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
24,1100751,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
25,1101751,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
26,1104751,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
27,1106751,RAILWAY TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
28,1108751,KIBABII UNIVERSITY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
29,1110751,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
30,1113751,KENYA COAST POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
31,1166751,SOUTH EASTERN KENYA UNIVERSITY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
32,1170751,MACHAKOS UNIVERSITY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
33,1190751,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
34,1192751,GREAT LAKES UNIVERSITY OF KISUMU,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
35,1216751,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
36,1227751,KEROKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
37,1228751,NYANDARUA INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
38,1230751,NORTH EASTERN PROVINCE NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
39,1237751,ELDORET POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
40,1239751,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
41,1241751,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
42,1243751,WOTE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
43,1244751,KARATINA UNIVERSITY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
44,1245751,EMINING TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
45,1246751,MURANGA UNIVERSITY OF TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
46,1268751,KENYA TECHNICAL TRAINERS COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
47,1269751,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
48,1276751,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
49,1277751,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
50,1307751,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
51,1405751,MUSAKASA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
52,1430751,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
53,1450751,MITUNGUU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
54,1465751,BONDO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
55,1480751,CATHOLIC UNIVERSITY OF EAST AFRICA,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
56,1520751,KATINE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
57,1560751,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
58,1565751,GODOMA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
59,1570751,TURKANA UNIVERSITY COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
60,1575751,TSEIKURU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
61,1610751,SIALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
62,1615751,AHMED SHAHAME MWIDANI TECHNICAL TRAINING ,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
,,INSTITUTE,,,,,,,
63,1620751,WERU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
64,1625751,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
65,1645751,EKERUBO GIETAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
66,1650751,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
67,1665751,KARUMO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
68,1675751,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
69,1705751,SOT TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
70,1720751,SOTIK TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
71,1730751,NAIVASHA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
72,1760751,BAHATI INSTITUTE OF BUSINESS AND ADMINISTRATION ,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
,,STUDIES,,,,,,,
73,1950751,MATHIOYA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
74,2560751,MASINGA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
75,2727751,TINDIRET TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
76,2775751,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
77,3695751,CHUKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
78,3700751,ENDEBESS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
79,3720751,DAVID N WAMBULI TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
80,3725751,KIPSINENDE TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
81,3730751,GATANGA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
82,3740751,BUNYALA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
83,3745751,EMSOS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
84,3760751,KASARANI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
85,3765751,KIPIPIRI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
86,3805751,NDIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
87,3810751,OKAME TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
88,3815751,RUNYENJES TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
89,3820751,SABATIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
90,3825751,THARAKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
91,3830751,UGENYA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
92,3835751,MUMIAS WEST TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
93,3925751,ELDAMA RAVINE TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
94,3938751,KIPSOEN TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
95,3950751,NYAKACH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
96,3955751,SEME TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
97,3965751,GATUNDU SOUTH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
98,3970751,KINANGO TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN BUSINESS MANAGEMENT,C-,,,,,
,,,,,,,,,
DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,,,,,,,,,
1,1044758,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
2,1048758,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
3,1049758,SHAMBERERE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
4,1051758,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
5,1052758,NKABUNE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
6,1054758,BARINGO TECHNICAL COLLEGE,DIPLOMA INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
7,1063758,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
8,1064758,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
9,1065758,KISII NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
10,1067758,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
11,1071758,RWIKA TECHNICAL INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
12,1072758,MATHENGE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
13,1074758,KISUMU POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
14,1075758,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
15,1076758,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
16,1081758,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
17,1083758,MERU NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
18,1084758,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
19,1085758,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
20,1090758,SCOTT CHRISTIAN UNIVERSITY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
21,1099758,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
22,1100758,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
23,1101758,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
24,1104758,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
25,1106758,RAILWAY TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
26,1110758,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
27,1112758,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
28,1113758,KENYA COAST POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
29,1170758,MACHAKOS UNIVERSITY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
30,1190758,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
31,1227758,KEROKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
32,1228758,NYANDARUA INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
33,1230758,NORTH EASTERN PROVINCE NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION & COMMUNICATION TECHNOLOGY,C-,,,,,
34,1237758,ELDORET POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
35,1239758,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
36,1241758,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
37,1243758,WOTE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
38,1245758,EMINING TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
39,1268758,KENYA TECHNICAL TRAINERS COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
40,1269758,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
41,1276758,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
42,1277758,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
43,1307758,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
44,1380758,ST JOSEPH'S TECHNICAL INSTITUTE FOR THE DEAF ,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
,,NYANG'OMA,,,,,,,
45,1382758,MICHUKI TECHNICAL TRAINING INSTITUTE,DIPLOMA INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
46,1405758,MUSAKASA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
47,1420758,KENYA WATER INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
48,1430758,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
49,1440758,KAREN TECHNICAL TRAINING INSTITUTE FOR THE DEAF,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
50,1450758,MITUNGUU TECHNICAL TRAINING INSTITUTE,DIPLOMA INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
51,1465758,BONDO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
52,1505758,MACHAKOS TECHNICAL INSTITUTE FOR THE BLIND,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
53,1510758,ALDAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION & COMMUNICATION TECHNOLOGY,C-,,,,,
54,1520758,KATINE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
55,1540758,KENYA INSTITUTE OF SURVEYING AND MAPPING,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
56,1550758,REGIONAL CENTRE FOR MAPPING OF RESOURCES FOR ,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
,,DEVELOPMENT,,,,,,,
57,1560758,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
58,1565758,GODOMA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
59,1570758,TURKANA UNIVERSITY COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
60,1575758,TSEIKURU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
61,1605758,BUKURA AGRICULTURAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
62,1610758,SIALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
63,1615758,AHMED SHAHAME MWIDANI TECHNICAL TRAINING ,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
,,INSTITUTE,,,,,,,
64,1625758,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY(ICT),C-,,,,,
65,1645758,EKERUBO GIETAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
66,1650758,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
67,1655758,KOSHIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
68,1665758,KARUMO TECHNICAL TRAINING INSTITUTE,DIPLOMA INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
69,1675758,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
70,1705758,SOT TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
71,1720758,SOTIK TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
72,1730758,NAIVASHA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
73,1735758,MOIBEN TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
74,1760758,BAHATI INSTITUTE OF BUSINESS AND ADMINISTRATION ,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
,,STUDIES,,,,,,,
75,1925758,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
76,1950758,MATHIOYA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
77,2240758,KAPCHEROP TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
78,2560758,MASINGA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
79,2775758,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
80,3315758,TAVETA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY,C-,,,,,
81,3695758,CHUKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
82,3700758,ENDEBESS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),C-,,,,,
